Number_of_Vehicles,Accident_Key,Number_of_Casualties,District,Accident_Severity,Month,Year,Day,Time,Junction_Type,Junction_Control,Collision_Type,Road_Type,Weather,Light_Conditions,Road_Character,Surface_Type,Road_Condition,Surface_Condition,Roadworks,Hit_Run,X_Coordinate,Y_Coordinate,longitude,latitude
2,3156,1,R Rempart,Serious,Feb,2003,Thu,18:00,T junction,Stop sign,Right angle,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,567874,7784335,57.64899809,-20.03661642
1,3157,1,P Wilhems,Serious,Jan,2003,Mon,16:30,Not a junction,Not a junc,Hit pedestrian,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,549140,7763323,57.47044036,-20.2270524
1,3158,1,P Wilhems,Serious,Mar,2003,Tue,12:35,T junction,Give way or marking,Hit pedestrian,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,549715,7763210,57.47594807,-20.22805864
2,3159,1,P Wilhems,Slight,Mar,2003,Wed,17:15,Cross,Give way or marking,Rear end,Two way,Fair,Dawn/dusk,Straight+Flat,Asphalt,Good,Dry,No,No,548983,7764199,57.46891363,-20.21914074
1,3160,1,P Wilhems,Slight,Mar,2003,Thu,12:00,Not a junction,Not a junc,Hit pedestrian,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,549067,7764734,57.46970324,-20.21430425
1,3161,1,P Wilhems,Slight,Mar,2003,Sun,01:30,Not a junction,Not a junc,Hit pedestrian,Two way,Fair,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Dry,No,No,548893,7763548,57.46806968,-20.22502558
2,3162,2,P Wilhems,Serious,Aug,2003,Sun,13:25,Not a junction,Not a junc,Head On,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,548899,7763600,57.46812572,-20.22455555
1,3163,1,P Wilhems,Fatal,Mar,2003,Sun,09:30,Not a junction,Not a junc,Hit pedestrian,Two way,Fair,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Dry,No,No,549349,7761945,57.47247878,-20.23949883
2,3164,1,P Wilhems,Fatal,Apr,2003,Tue,18:45,Not a junction,Not a junc,Rear end,Two way,Fair,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Dry,No,No,549607,7762192,57.47494209,-20.23726023
1,3165,1,P Wilhems,Serious,Aug,2003,Tue,00:30,Not a junction,Not a junc,Hit pedestrian,Two way,Fair,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Wet,No,No,550542,7760740,57.48393426,-20.25035622
2,3166,1,P Wilhems,Fatal,Jan,2003,Wed,07:40,Not a junction,Not a junc,Head On,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,549698,7758178,57.47592383,-20.27352883
1,3167,1,P Wilhems,Fatal,Jan,2003,Sun,20:50,T junction,Traffic signal,Hit pedestrian,Two way,Fair,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Dry,No,No,550405,7759494,57.48265733,-20.26161882
1,3168,2,P Wilhems,Fatal,Jun,2003,Thu,19:30,Not a junction,Not a junc,Hit pedestrian,Two way,Fair,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Dry,No,No,549888,7757613,57.47775891,-20.27862927
1,3169,1,P Wilhems,Fatal,Aug,2003,Fri,19:30,Not a junction,Not a junc,Hit pedestrian,Two way,Fair,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Dry,No,No,549466,7758282,57.47369933,-20.2725951
2,3170,1,P Wilhems,Fatal,Sept,2003,Sat,16:45,T junction,Give way or marking,Right angle,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,549882,7760011,57.47763514,-20.25696086
2,3171,1,P Wilhems,Slight,Apr,2004,Thu,17:50,Not a junction,Not a junc,Side swipe,Two way,Fair,Dawn/dusk,Straight+Flat,Asphalt,Good,Dry,No,No,549223,7750500,57.47158523,-20.34292003
2,3172,1,P Wilhems,Slight,Apr,2004,Fri,07:00,T junction,Give way or marking,Right angle,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,551010,7756215,57.48854318,-20.29123206
2,3173,1,P Wilhems,Slight,Feb,2004,Thu,14:00,T junction,Traffic signal,Rear end,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Wet,No,No,552183,7755740,57.49979092,-20.29549248
1,3174,3,P Wilhems,Slight,Feb,2004,Mon,15:30,Not a junction,Not a junc,Hit object off road,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Wet,No,No,549522,7743179,57.47465206,-20.40906477
2,3175,2,P Wilhems,Slight,Feb,2004,Sat,16:00,Not a junction,Not a junc,Head On,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,551287,7755284,57.49122256,-20.2996372
2,3176,1,P Wilhems,Slight,Feb,2004,Thu,16:55,Cross,Give way or marking,Right angle,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,Yes,No,551001,7755487,57.4884776,-20.29781055
2,3177,1,P Wilhems,Slight,Feb,2004,Mon,16:50,Y junction,Stop sign,Right angle,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,550607,7753520,57.48475937,-20.31559495
2,3178,1,P Wilhems,Slight,Feb,2004,Wed,12:20,Not a junction,Not a junc,Rear end,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,551389,7755849,57.49218336,-20.29452909
2,3179,2,P Wilhems,Slight,Feb,2004,Wed,21:15,T junction,Stop sign,Right angle,Two way,Fair,Darkness:no street lighting,Straight+Flat,Asphalt,Good,Dry,No,No,550676,7754635,57.48538889,-20.30551793
2,3180,1,P Wilhems,Slight,Feb,2004,Sat,23:00,Not a junction,Not a junc,Rear end,Two way,Fair,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Dry,No,No,551878,7755587,57.49687422,-20.29688331
2,3182,1,P Wilhems,Slight,Mar,2004,Mon,09:25,T junction,Stop sign,Right angle,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,550701,7756040,57.48558877,-20.2928216
1,3183,1,P Wilhems,Fatal,Mar,2004,Wed,02:30,Not a junction,Not a junc,Hit pedestrian,Two way,Fair,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Dry,No,Yes,550605,7753545,57.48473951,-20.3153691
2,3185,1,P Wilhems,Slight,May,2004,Sat,19:05,Y junction,Give way or marking,Head On,Two way,Fair,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Dry,No,No,550578,7752677,57.4845053,-20.3232131
2,3186,1,P Wilhems,Slight,Mar,2004,Wed,19:00,Not a junction,Not a junc,Side swipe,Two way,Fair,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Dry,No,No,551586,7747962,57.4942965,-20.3657908
2,3187,1,P Wilhems,Slight,Mar,2004,Thu,10:30,Not a junction,Not a junc,Right angle,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,550651,7755261,57.48513182,-20.29986202
2,3188,1,P Wilhems,Slight,Mar,2004,Sat,12:30,Not a junction,Not a junc,Other,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,551286,7751193,57.49132966,-20.33660362
2,3189,1,P Wilhems,Slight,Mar,2004,Fri,11:00,Cross,Give way or marking,Rear end,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,550951,7755109,57.48800942,-20.30122751
2,3190,1,P Wilhems,Slight,Mar,2004,Sun,13:00,T junction,Give way or marking,Right angle,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,551434,7755066,57.49263671,-20.30160311
1,3191,4,R Rempart,Slight,Apr,2004,Sun,05:25,Not a junction,Not a junc,Hit object off road,Two way,Fair,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Dry,No,No,560907,7787376,57.58228253,-20.00936914
2,3192,1,R Rempart,Serious,Apr,2004,Tue,12:55,Not a junction,Not a junc,Rear end,One way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,560700,7786658,57.58032744,-20.01586364
1,3193,1,R Rempart,Slight,Feb,2004,Tue,10:35,T junction,Give way or marking,Hit pedestrian,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,560813,7787574,57.58137733,-20.00758292
1,3194,2,R Rempart,Serious,Mar,2004,Mon,02:00,Not a junction,Not a junc,Other,Two way,Fair,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Dry,No,No,562373,7787354,57.59629795,-20.00952132
1,3195,1,R Rempart,Slight,Mar,2004,Sat,01:05,Not a junction,Not a junc,Hit object off road,Two way,Fair,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Dry,No,No,560820,7786729,57.5814723,-20.0152183
1,3196,1,R Rempart,Serious,Mar,2004,Sun,00:30,Not a junction,Not a junc,Hit pedestrian,Two way,Fair,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Dry,No,No,561066,7787286,57.58380554,-20.0101774
2,3197,1,Black River,Fatal,Sept,2003,Sun,23:00,Not a junction,Not a junc,Head On,Two way,Rain,Darkness:no street lighting,Straight+Flat,Asphalt,Good,Wet,No,No,537688,7741350,57.36126759,-20.42586377
1,3198,1,P Wilhems,Serious,Aug,2003,Wed,12:20,T junction,Give way or marking,Hit pedestrian,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,553860,7752494,57.51594934,-20.32477676
1,3199,4,P Wilhems,Fatal,Aug,2003,Tue,10:00,Not a junction,Not a junc,Ran off road,Dual carriageway,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,558442,7751409,57.55987617,-20.33444571
1,3200,1,P Wilhems,Fatal,Aug,2003,Mon,14:10,Not a junction,Not a junc,Hit pedestrian,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,554267,7755384,57.51976088,-20.29865118
1,3201,1,P Wilhems,Fatal,Apr,2003,Thu,12:15,Not a junction,Not a junc,Hit pedestrian,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,554765,7755074,57.52453993,-20.30143812
2,3202,1,P Wilhems,Fatal,Nov,2003,Tue,19:40,T junction,Give way or marking,Right angle,Two way,Rain,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Wet,No,No,554317,7755417,57.52023876,-20.29835157
1,3203,1,P Wilhems,Serious,Aug,2003,Mon,19:10,T junction,Give way or marking,Hit pedestrian,Two way,Fair,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Dry,No,No,554771,7754078,57.52462771,-20.31043779
1,3205,1,P Wilhems,Serious,Jan,2003,Tue,00:40,Not a junction,Not a junc,Hit pedestrian,One way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,551510,7755782,57.49334413,-20.29513125
1,3206,1,P Wilhems,Serious,Feb,2003,Thu,20:00,T junction,Traffic signal,Hit object off road,Two way,Fair,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Dry,No,No,552605,7755971,57.50382582,-20.29339357
2,3207,1,P Wilhems,Fatal,Dec,2003,Sat,21:30,Not a junction,Not a junc,Hit pedestrian,Dual carriageway,Fair,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Dry,No,No,551281,7760374,57.49102031,-20.25364376
1,3208,1,G Port,Fatal,Mar,2003,Mon,07:45,Not a junction,Not a junc,Hit pedestrian,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,564531,7736193,57.61875535,-20.47173705
2,3209,1,G Port,Fatal,Jun,2003,Tue,15:38,Not a junction,Not a junc,Head On,Two way,Fair,Daylight,Curve only,Asphalt,Good,Dry,No,No,565177,7734894,57.62499677,-20.48345221
2,3210,2,Port Louis,Slight,Mar,2004,Sat,13:05,Cross,Give way or marking,Right angle,One way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,552623,7770783,57.50356715,-20.15955028
1,3211,1,Port Louis,Slight,May,2004,Mon,13:00,Not a junction,Not a junc,Hit pedestrian,Dual carriageway,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,552596,7770863,57.50330647,-20.15882812
1,3212,1,Port Louis,Serious,May,2004,Mon,14:15,Not a junction,Not a junc,Hit pedestrian,One way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,552883,7771312,57.5060397,-20.15476301
3,3213,1,Port Louis,Slight,May,2004,Wed,16:45,Not a junction,Not a junc,Side swipe,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,553248,7770781,57.50954787,-20.15955114
2,3214,1,Port Louis,Slight,Apr,2004,Sat,22:30,Cross,Give way or marking,Right angle,Two way,Fair,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Dry,No,No,553225,7770761,57.50932837,-20.1597325
2,3217,1,P Wilhems,Fatal,Feb,2004,Sat,17:00,T junction,Give way or marking,Head On,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,554196,7755999,57.51906236,-20.29309605
2,3218,1,P Wilhems,Serious,Feb,2004,Sat,12:00,Not a junction,Not a junc,Head On,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,553176,7756282,57.50928525,-20.29056754
1,3219,1,P Wilhems,Fatal,Feb,2004,Mon,17:15,Not a junction,Not a junc,Ran off road,Dual carriageway,Rain,Daylight,Straight+Flat,Asphalt,Good,Wet,No,No,554879,7756553,57.52558672,-20.28807059
1,3220,1,Flacq,Slight,Feb,2003,Sun,19:30,Not a junction,Not a junc,Ran off road,Two way,Fair,Darkness:no street lighting,Straight+Flat,Asphalt,Good,Dry,No,No,580916,7763978,57.77460091,-20.22005543
1,3221,1,Flacq,Serious,Mar,2003,Tue,14:00,Not a junction,Not a junc,Other,Two way,Fair,Daylight,Curve only,Asphalt,Good,Dry,No,No,580975,7763964,57.7751663,-20.22017944
2,3222,1,Flacq,Serious,Oct,2003,Mon,07:15,Not a junction,Not a junc,Head On,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Wet,No,No,582966,7762070,57.79431151,-20.23720767
1,3223,1,Flacq,Fatal,Jul,2003,Sun,19:10,Not a junction,Not a junc,Hit pedestrian,Two way,Fair,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Dry,No,No,576872,7755738,57.7362415,-20.29467588
2,3226,1,P Wilhems,Slight,Jun,2004,Thu,19:30,Cross,Give way or marking,Right angle,Two way,Rain,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Wet,No,No,548676,7761618,57.4660443,-20.24247087
2,3227,1,P Wilhems,Slight,Jun,2004,Tue,10:10,Not a junction,Not a junc,Side swipe,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,548689,7759663,57.46622148,-20.26013618
1,3228,1,P Wilhems,Slight,Jun,2004,Thu,17:30,T junction,Give way or marking,Hit pedestrian,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,548487,7761999,57.46422455,-20.2390329
1,3230,1,P Wilhems,Slight,Jun,2004,Thu,15:50,T junction,Give way or marking,Hit pedestrian,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,549180,7760613,57.47089705,-20.2515393
3,3233,1,Savanne,Slight,Jun,2004,Mon,16:35,Not a junction,Not a junc,Other,Two way,Rain,Daylight,Curve+incline,Asphalt,Good,Wet,No,No,554495,7730996,57.52268764,-20.51901199
1,3234,1,G Port,Slight,Jun,2004,Mon,15:00,Y junction,Give way or marking,Other,One way,Fair,Daylight,Curve only,Asphalt,Good,Dry,No,No,573196,7743546,57.70153383,-20.40498302
2,3235,3,Pamplemousses,Slight,Jan,2004,Mon,07:30,Not a junction,Not a junc,Right angle,Dual carriageway,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,555605,7774396,57.53199147,-20.12681874
1,3236,1,Pamplemousses,Slight,Jun,2004,Tue,10:15,Not a junction,Not a junc,Hit pedestrian,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,555587,7774563,57.53181416,-20.12531022
1,3237,1,Pamplemousses,Slight,Jun,2004,Fri,19:00,Not a junction,Not a junc,Other,Two way,Fair,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Dry,No,No,555602,7775358,57.53193337,-20.11812603
1,3239,1,Pamplemousses,Slight,Jun,2004,Wed,08:40,Not a junction,Not a junc,Hit animal,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Wet,No,No,556534,7774426,57.54087829,-20.12652061
2,3240,2,Pamplemousses,Slight,Jun,2004,Sun,17:45,T junction,Give way or marking,Right angle,Two way,Fair,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Dry,No,No,555388,7773356,57.5299471,-20.1362226
2,3241,1,Pamplemousses,Serious,Jun,2004,Mon,16:00,T junction,Give way or marking,Side swipe,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,557745,7774795,57.55245219,-20.12315034
2,3242,1,Pamplemousses,Slight,Jun,2004,Wed,17:15,Not a junction,Not a junc,Rear end,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,Yes,556589,7776266,57.54134727,-20.10989245
1,3243,1,Port Louis,Serious,Jun,2004,Wed,18:55,Not a junction,Not a junc,Hit pedestrian,Dual carriageway,Fair,Darkness:no street lighting,Curve only,Asphalt,Good,Dry,No,No,552915,7771823,57.50633101,-20.15014464
1,3244,2,Savanne,Serious,Jun,2003,Thu,05:00,Not a junction,Not a junc,Hit pedestrian,Two way,Fair,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Dry,No,No,561118,7736774,57.5860112,-20.46660069
2,3245,2,Savanne,Fatal,Sept,2003,Wed,06:30,Not a junction,Not a junc,Head On,Two way,Fair,Daylight,Curve only,Asphalt,Good,Dry,No,No,540366,7733363,57.38711863,-20.49797921
2,3246,1,Black River,Fatal,Aug,2003,Sun,00:15,T junction,Give way or marking,Hit pedestrian,Two way,Fair,Darkness:no street lighting,Straight+Flat,Asphalt,Good,Dry,No,No,541001,7757619,57.39265293,-20.27878647
2,3247,1,Black River,Serious,Aug,2003,Fri,16:20,T junction,Give way or marking,Right angle,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,542224,7757430,57.40436941,-20.28046766
1,3248,1,P Wilhems,Fatal,Nov,2003,Sun,23:15,Not a junction,Not a junc,Hit pedestrian,Two way,Fair,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Dry,No,No,549135,7767976,57.47026621,-20.18500722
2,3250,2,Moka,Slight,Apr,2004,Wed,06:50,Not a junction,Not a junc,Rear end,Dual carriageway,Rain,Daylight,Straight+Flat,Asphalt,Good,Wet,No,No,550296,7768897,57.48135219,-20.17665483
1,3251,2,Flacq,Slight,Jun,2004,Tue,18:55,Not a junction,Not a junc,Hit pedestrian,Two way,Fair,Darkness:no street lighting,Straight+Flat,Asphalt,Good,Dry,No,No,578696,7760761,57.75349054,-20.24921561
2,3252,2,Flacq,Slight,Jun,2004,Sun,18:15,Cross,Give way or marking,Head On,Two way,Fair,Dawn/dusk,Straight+Flat,Asphalt,Good,Dry,No,No,578632,7760883,57.75287248,-20.24811589
2,3253,1,Flacq,Serious,Jun,2004,Fri,11:45,Not a junction,Not a junc,Hit parked veh,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,577193,7756342,57.7392898,-20.2892054
2,3254,1,Flacq,Slight,Jun,2004,Thu,14:50,Not a junction,Not a junc,Head On,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,569133,7769294,57.66160665,-20.17248198
2,3255,1,Flacq,Slight,Jun,2004,Thu,17:30,Not a junction,Not a junc,Rear end,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,571875,7769637,57.68783277,-20.16928206
2,3256,1,Flacq,Slight,Jun,2004,Fri,15:45,Y junction,Traffic signal,Right angle,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,568779,7769390,57.65821538,-20.17162724
2,3257,1,Port Louis,Slight,Mar,2004,Thu,19:20,Not a junction,Not a junc,Right angle,Two way,Fair,Darkness: Street lights present and lit,Curve only,Asphalt,Good,Dry,No,No,549152,7768724,57.47040863,-20.17824771
2,3258,1,Port Louis,Slight,Mar,2004,Tue,16:50,Not a junction,Not a junc,Rear end,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,549210,7768852,57.47096023,-20.17708959
1,3259,1,Port Louis,Fatal,Jun,2004,Mon,10:30,Y junction,Give way or marking,Hit pedestrian,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,552748,7770268,57.50477825,-20.16420048
1,3260,3,Pamplemousses,Fatal,Aug,2003,Wed,21:00,Not a junction,Not a junc,Hit object off road,Two way,Fair,Darkness: Street lights present and lit,Curve only,Asphalt,Good,Dry,No,No,552731,7775650,57.50445944,-20.11556816
1,3261,1,Pamplemousses,Slight,Aug,2003,Wed,19:15,Not a junction,Not a junc,Other,Two way,Fair,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Dry,No,No,552789,7775728,57.50501203,-20.11486174
1,3262,1,Port Louis,Serious,Nov,2003,Wed,15:00,Not a junction,Not a junc,Hit pedestrian,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,Yes,553380,7772731,57.51075368,-20.14192695
1,3263,1,Port Louis,Slight,Dec,2003,Wed,21:00,Not a junction,Not a junc,Hit pedestrian,Dual carriageway,Fair,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Dry,No,Yes,553475,7772719,57.51166299,-20.14203274
1,3264,1,Port Louis,Slight,Jun,2003,Mon,17:45,Not a junction,Not a junc,Hit pedestrian,Dual carriageway,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,552842,7771641,57.50563781,-20.15179123
1,3265,1,Port Louis,Fatal,Feb,2003,Mon,09:25,Not a junction,Not a junc,Other,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,552329,7772297,57.50071023,-20.14587752
2,3266,3,Port Louis,Serious,Jun,2003,Sat,16:15,Not a junction,Not a junc,Rear end,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,552489,7772204,57.50224383,-20.14671353
1,3267,1,Port Louis,Serious,Jul,2003,Wed,10:15,Not a junction,Not a junc,Hit pedestrian,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,552503,7770777,57.50241904,-20.15960778
2,3268,1,Port Louis,Serious,Oct,2003,Mon,07:35,Not a junction,Not a junc,Other,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,551623,7771987,57.49396386,-20.14869781
2,3269,1,Port Louis,Serious,Nov,2003,Tue,16:00,Not a junction,Not a junc,Hit parked veh,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,552018,7771826,57.49774799,-20.150142
1,3271,1,Savanne,Slight,Jan,2004,Fri,09:00,Not a junction,Not a junc,Hit pedestrian,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,Yes,559194,7738677,57.56750104,-20.44946681
2,3273,1,Black River,Slight,Jan,2004,Thu,19:10,T junction,Give way or marking,Right angle,Two way,Fair,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Dry,No,No,542282,7757706,57.40491837,-20.2779724
1,3274,1,Black River,Slight,Jan,2004,Mon,15:40,Not a junction,Not a junc,Hit object off road,Two way,Fair,Daylight,Curve only,Asphalt,Good,Dry,No,No,545542,7756648,57.43616422,-20.28745769
1,3275,1,Port Louis,Fatal,Jan,2004,Mon,00:50,Not a junction,Not a junc,Ran off road,Two way,Fair,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Dry,No,No,551938,7772711,57.49695722,-20.14214713
1,3276,1,Port Louis,Serious,Nov,2003,Tue,10:00,Not a junction,Not a junc,Hit pedestrian,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,552765,7771085,57.50491718,-20.15681746
1,3277,1,Flacq,Slight,Feb,2004,Sun,21:15,Not a junction,Not a junc,Other,Two way,Fair,Darkness:no street lighting,Straight+Flat,Asphalt,Good,Dry,No,No,580824,7767334,57.77357045,-20.18973567
